Title,Country,City,Job_type,Job_level,Mode,Area,Salary,Date,Applicants,Company,Skills,Functions,Requirements,URL
Desarrollador,Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,Programación,1700.0,2023-05-19,54.0,VTI-UChile,"['MySQL', 'SVN', 'jQuery', 'NoSQL', 'Web server', 'Go', 'DevOps', 'Oracle', 'Python', 'MVC', 'Golang', 'MongoDB', 'Maven', 'Git', 'React', 'Microservices', 'Kubernetes', 'Nginx', 'REST API', 'Back-end', 'CI/CD', 'Tomcat', 'Agile', 'JavaScript', 'Java', 'Front-end', 'Spring Boot', 'Project Manager']","Te unirás al equipo de Mantención y Operaciones donde nuestra principal preocupación es velar por el funcionamiento de aplicaciones que utiliza toda la comunidad Universitaria, ya sea actualizándolas a nuevas tecnologías, asegurando la operación de éstas día a día o preparando los ambientes para poder llevar a cabo procesos universitarios, desde el análisis de requerimientos al usuario, Desarrollo, mantención de sistemas de información heredados, documentación de código fuente de solución propuesta, pruebas de software e integración, capacidad de investigación y análisis.
Las responsabilidades principales son:
• Participar activamente en la propuesta de soluciones a problemas específicos
• Desarrollo y Mantención de aplicaciones
• Realización de pruebas a las aplicaciones
• Modelamiento de Base de datos
• Participar activamente en el diseño de arquitectura de aplicaciones","Buscamos a personas orientadas a la búsqueda de soluciones, proactivas y que mantengan su foco en la calidad del servicio a usuarios.
Contarás con el apoyo de un equipo multidisciplinario pero en algunas actividades tendrás la libertad de decidir cual es la mejor solución.
Demostrar experiencia o conocimiento en:
• Desarrollo en más de uno de los siguientes lenguajes: Phyton, Go,JAVA, Javascript
• Utilización de más de uno de los siguiente framework: Springboot, ReactJS, CXF, MAVEN, Jquery, Thymeleaf, Hibernate
• Utilización de alguna las siguientes base de datos Oracle, Mysql, MongoDb
• Manejo de API REST
• Metodologías de desarrollo agiles
• Arquitectura MVC
• Experiencia en desarrollo y mantención de microservicios en Kubernetes
• Uso de más de alguno de los siguientes servidores web: Apache, Nginx
• Uso de mas de alguno de los servidores de aplicación: Karaf, FuseEsb, Tomcat
• Deseable desarrollando con IDE Intellij, Eclipse, Visual Studio Code
• Utilización software de control de versiones: GIT, SVN
• Utilización de software para automatización de despliegues: CI/CD, Chef",https://www.getonbrd.com/empleos/programacion/desarrollor-vti-uchile-santiago
Back-end Developer,Chile,Santiago,Híbrido,Senior,FULL_TIME,Programación,2500.0,2023-05-08,37.0,Betterfly,"['Go', 'Node.js', 'DevOps', 'Python', 'Golang', 'Microservices', 'API', 'Back-end', 'CI/CD', 'JavaScript', 'Cloud', 'Github']","Estamos buscando a los mejores Backend Developers, cuya misión será la de desarrollar software de la más alta calidad, en sinergia tanto con desarrolladores como con managers de producto, diseñadores, especialistas técnicos, analistas de negocio, entre otros.
Dentro de las habilidades más valoradas para este rol se encuentran:
Mindset de trabajo colaborativo
Capacidad de gestionar diligentemente sus propias tareas y compromisos
Capacidad de descomponer los trabajos en tareas, y destreza para cubicar correctamente los esfuerzos de desarrollo.
Destreza en el diseño de software acorde a los estándares arquitecturales definidos.
Destreza en la construcción de código de calidad, tal que alcance bajos niveles de iteración con los monitores de buenas prácticas.
Accountability respecto de la calidad integral de su software entregado
Capacidad de comunicarse de manera franca, clara y oportuna con el equipo,, tanto para contribuir a la concepción de las mejores soluciones, como para visibilizar riesgos o amenazas al cumplimiento de los planes y compromisos",,https://www.getonbrd.com/empleos/programacion/backend-developer-betterfly-santiago
Desarrollador,Chile,Santiago,Híbrido,Junior,FULL_TIME,Programación,No hay información,2023-06-14,130.0,Entel,"['MySQL', 'JSON', 'Oracle', 'Swagger', 'Linux', 'UNIX']","Gestionar y automatizar el ciclo de vida Servicios/APIs.
Mejora continua en los procesos de DEVOPS del área de integración.
Implementar, mantener y automatizar los procesos de CI/CD del área.
Implementar los proceso de QA automatizado.","Contar con al menos un año de experiencia en roles similares, conocimientos en Documentación: Swagger; Transformación de protocolos (Xml <-> JSON); Sistemas Operativos: Unix/Linux; Bases de datos: Oracle/MySQL y Security: TLS 1.2, Control sobre los headers (request/response), JWT/JWE, Throtling/Rate limit.",https://www.getonbrd.com/empleos/programacion/desarrollador-entel-santiago-837a
Software Engineer Java,México,,Remoto,Semi Senior,FULL_TIME,Programación,4000.0,2023-07-10,126.0,Ensitech,"['Virtualization', 'Docker', 'Microservices', 'Amazon Web Services', 'Swagger', 'Postman', 'Back-end', 'User Testing', 'Cloud Computing', 'Cloud', 'Java', 'Spring Boot']",," 5+ years of product development experience in consumer software and applications.
 Extensive experience with Java and Spring boot.
Experience applying automated testing strategies at multiple levels of system granularity; and with tools like xUnit, Swagger, Postman, and load simulation suites.
Experience with Docker Compose or similar tools for provisioning ephemeral environments.
Experience in an environment with several teams contributing software components in a microservices architecture.
Experience delivering applications that run in a containerized environment.
AWS Cloud.",https://www.getonbrd.com/empleos/programacion/senior-software-engineer-ensitech-remote
Desarrollador Back-end,Chile,,Remoto,Senior,FULL_TIME,Programación,No hay información,2023-07-25,39.0,Driv.in,"['Ruby', 'Node.js', 'Ruby on Rails', 'Python', 'Virtualization', 'Amazon Web Services', 'Back-end', 'Cloud Computing', 'JavaScript', 'Cloud', 'Bitbucket', 'Github']",,,https://www.getonbrd.com/empleos/programacion/desarrollador-backend-driv-in-remote
CX Analyst Senior,Perú,Lima,Híbrido,Senior,FULL_TIME,Programación,No hay información,2023-06-16,71.0,BCP,"['Marketing', 'Customer Experience']",,,https://www.getonbrd.com/empleos/programacion/cx-analyst-senior-bcp-lima
Arquitecto de Aplicaciones,México,Ciudad de México,Presencial,Semi Senior,FULL_TIME,Programación,1600.0,2023-07-05,1.0,Profuturo,"['UML', 'Virtualization', 'Azure', 'Amazon Web Services', 'Google Cloud Platform', 'Cloud Computing', 'Cloud']",,"·Licenciatura en Sistemas, Computación o afín (Titulado/a).
·1 a 3 años de experiencia en Arquitectura de Soluciones.
·1 a 3 años de experiencia en Arquitectura de Nube (AWS,OCI, GCP, Azure).
·1 a 3 años de experiencia en Modelado UML.
·1 a 3 años de experiencia en implementación de soluciones Web, Mobile y COTS.
·Capacidad de análisis, planificación y organización, enfoque a resultados.",https://www.getonbrd.com/empleos/programacion/arquitecto-de-aplicaciones-jr-profuturo-ciudad-de-mexico
DevOps/SRE AWS,Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,SysAdmin / DevOps / QA,3200.0,2023-07-20,9.0,BC Tecnología,"['DevOps', 'Virtualization', 'Data Architecture', 'Amazon Web Services', 'Kubernetes', 'SRE', 'SonarQube', 'Flutter', 'CI/CD', 'Mobile development', 'Cloud Computing', 'Terraform', 'Cloud', 'Infrastructure as Code', 'Sonarqube']","Reducir los silos de la organización.
Implementar los cambios de forma gradual.
Aprovechar las herramientas y la automatización.
Medir todo.
Apoyar","Al menos 3 años de experiencia como Devops/SRE
AWS
CI/CD
Lambda ( excluyente)
SonarQube
Pruebas Unitarias o Pruebas automatizadas
Terraform ( excluyente)
Kubernetes ( deseable)
Flutter ( deseable)",https://www.getonbrd.com/empleos/sysadmin-devops-qa/devops-sre-aws-bc-tecnologia-santiago
Líder de Proyecto con Experiencia en Fintech,Chile,Santiago,Híbrido,Senior,FULL_TIME,Operaciones / Admin,4700.0,2023-06-08,95.0,Grupo Kaufmann,"['Agile', 'English']","1. Liderar procesos de creación, experimentación, validación e hipótesis de negocios, con metodologías ágiles y de innovación.
2. Desarrollar la planificación estratégica del negocio, considerando proyecciones determinadas para cada etapa del proyecto.
3. Generar estrategias comerciales y de marketing ajustados en una primera etapa de desarrollo, rentabilizando el negocio hasta expandirse a otros segmentos.
4. Analizar el comportamiento del mercado por cada etapa y realizar gestión correspondiente para aumentar rentabilidad.
5. Identificar y prever problemáticas que puedan afectar el desarrollo del proyecto.
6. Dar lineamientos a los distintos equipos, respecto a la ejecución del proyecto, asegurándose de la efectiva coordinación con otras áreas de la compañía.
7. Supervisar y apoyar a cada especialista para encontrar mejores metodologías de trabajo.
8. Comunicar frecuentemente a las áreas involucradas los estados avance del proyecto, para poder resolver en conjunto los problemas o pendientes que puedan existir en el camino.
9. Lograr levantar con todas las áreas relacionadas el control de los costos y recursos del proyecto, y mejorar la coordinación entre línea de negocios/empresa.",,https://www.getonbrd.com/empleos/operaciones-management/lider-de-proyecto-con-experiencia-en-fintech-grupo-kaufmann-santiago
Desarrollador Front-end Senior,Colombia,,Remoto,Senior,FULL_TIME,Programación,1850.0,2023-07-13,41.0,Fracttal,"['SQL', 'PostgreSQL', 'React', 'API', 'REST API', 'English', 'JavaScript', 'Front-end']",,"Experiencia laboral en desarrollo de software + de 8 años.
Para desempeñarte efectivamente y aportar valor al equipo, necesitamos que tengas experiencia demostrable con las siguientes tecnologías:
JavaScript Avanzado – Excluyente
React Js – Avanzado - Excluyente
Manejo de DDBB - Excluyente
API Rest y Soap – Avanzado - Excluyente
Postgres (SQL) – Avanzado – Excluyente
Inglés - Intermedio / Avanzado Es un plus.",https://www.getonbrd.com/empleos/programacion/desarrollador-frontend-senior-fracttal-remote
Líder Técnico,Chile,Santiago,Híbrido,Senior,FULL_TIME,Programación,No hay información,2023-06-06,97.0,BICE VIDA,"['AngularJS', 'Python', 'Git', 'Back-end', 'Tech Lead', 'Agile', 'JavaScript', 'Cloud', 'Angular', 'Java', 'Front-end']",,"Estudios en Ingeniería Civil, Ejecución en Informática o Computación.
Conocimientos en:
Cloud, bases de datos (relacionales y no relacionales), versionamiento de código (GIT), Angular, Java y Python.
Desarrollo de Software y patrones de diseño de Software.
Experiencias en áreas de Desarrollo de proyectos de Software y/o arquitectura con equipos a cargo, trabajando bajo metodologías ágiles.",https://www.getonbrd.com/empleos/programacion/lider-tecnico-bice-vida-santiago-ee58
QA Automation,5 ubicaciones,,Remoto,Semi Senior,FULL_TIME,SysAdmin / DevOps / QA,No hay información,2023-07-18,163.0,Leniolabs_,"['QA', 'QA-Automation', 'Scrum', 'User Testing', 'Agile', 'English', 'JavaScript']","Actualmente estamos en la búsqueda de un QA con experiencia en automatización que se quiera unir a Leniolabs. Buscamos personas con muchas ganas de aprender, de sumar y que tenga buen manejo del trabajo en equipo. Su trabajo consiste en escribir, diseñar y ejecutar pruebas automatizadas mediante la creación de scripts que ejecuten funciones de prueba automáticamente, logrando implementar soluciones en un software as a service.","Experiencia realizando el ciclo completo de testing de software.
Experiencia de +5 años probando aplicaciones web y deseable que cuente experiencia en mobile.
Indispensable experiencia en la construcción de un framework para testing web.
Conocimientos o experiencia en de JavaScript/Tscript (Deseable)
Conocimientos o experiencia en Playwright /Cypresss (Deseable)
Manejo de inglés oral y escrito (nivel intermedio/avanzado o avanzado) debido a que las reuniones se realizan en el idioma.
Manejo de metodologías agiles (Scrum)",https://www.getonbrd.com/empleos/sysadmin-devops-qa/qa-automation-selenium-leniolabs_-remote-4546
Ruby on Rails Developer Junior,Chile y Colombia,,Remoto,Junior,FULL_TIME,Programación,No hay información,2023-07-17,592.0,Modyo,"['Ruby', 'Ruby on Rails', 'Virtualization', 'Docker', 'Amazon Web Services', 'Kubernetes', 'Back-end', 'Cloud Computing', 'Cloud']","Trabajarás en un equipo de desarrolladores de mucho seniority que no sólo disfrutan resolviendo problemas interesantes, sino que también les apasiona aprender y compartir conocimientos con otros Modyanxs.
Serás partícipe y parte del desarrollo de nuestra plataforma de Experiencia Digital Next-Gen, buscando elevar continuamente el nivel de nuestras prácticas de ingeniería. Trabajamos creando un producto y nuestros usuarios están en el centro de todo lo que hacemos. Siendo parte de nuestra área de Plataforma, el alcance del proceso de desarrollo se aplica a todo el software producido.
Algunas de tus responsabilidades serán:
Desarrollo de sistemas de diversa complejidad
Participación del análisis de requerimientos, diseños físicos, diseños lógicos y ejecución, tareas de programación, testing y deployment.
Trabajo en equipo con otros desarrolladores y diseñadores en proyectos de diversa naturaleza y dimensión.","Al menos 1 año de experiencia trabajando con Ruby on Rails (RoR).
Idealmente con experiencia trabajando con tecnologías de contenedores (Docker, Kubernetes, entre otras.)
Idealmente experiencia en la nube de AWS (RDS, ECS, S3, etc.)
Idealmente con conocimientos de identidad y autenticación, OpenID Connect, OAuth y temas de seguridad.",https://www.getonbrd.com/empleos/programacion/ruby-on-rails-developer-modyo-remote-4062
Sr Full-Stack Developer,,,Remoto,Senior,FULL_TIME,Programación,2500.0,2023-07-26,942.0,Buk,"['Ruby on Rails', 'PHP', 'Symfony', 'Python', 'Git', 'React', 'Full-stack', 'Back-end', 'User Testing', 'JavaScript']","El nuevo Buker se incorporará a uno de los 17 equipos de desarrollo. Hoy, todos los desarrolladores trabajan en diferentes funcionalidades como crear un nuevos módulos, desarrollar nuevas funcionalidades y escalar nuestro producto a los nuevos países donde vamos llegando.
Las épicas e historias se van a asignando sprint por sprint de acuerdo a las preferencias y habilidades de cada uno. Estamos buscando potenciar varios módulos y creemos que siempre es bueno que los desarrolladores puedan ir enfocándose en diferentes proyectos para potenciar el aprendizaje y conocimiento integral de la plataforma.
Tendrás que trabajar con tecnologías como Ruby on Rails, PHP, Javascript, PostgreSQL, Amazon AWS, Docker. (no es requisito que tengas manejo absoluto de estas tecnologías previo a tu ingreso).","- A los mejores! Buscamos a un@ gran Ingenier@, pero también a una persona activa, comprometida y responsable 💪💪💪
- Experiencia minima de 3 a 4 años trabajando en Ruby on Rails , PHP(Symfony o con React), Python, o algún lenguaje similar orientado a objetos.
- Experiencia en Testing
- Buenas nociones de arquitectura
- Experiencia en Git",https://www.getonbrd.com/empleos/programacion/sr-full-stack-developer-buk-remote-7f28
Programador (Prestashop),Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,Programación,2300.0,2023-07-14,9.0,CELMEDIA,"['WordPress', 'MySQL', 'Responsive', 'SQL', 'Node.js', 'AngularJS', 'PHP', 'Symfony', 'CSS', 'CodeIgniter', 'Git', 'Bootstrap', 'Prestashop', 'UI Design', 'Back-end', 'Laravel', 'JavaScript', 'Front-end']","El programador Prestashop se encargará de ejecutar y controlar los proyectos de desarrollo en conjunto con el equipo de TI, el cual es liderado por el jefe de proyectos y trabaja con un grupo de profesionales que aportan sus conocimientos en diseño, desarrollo, análisis QA y programación; generando sinergia para que el programador pueda entregar lo mejor de sí y realizar sus labores con éxito.
Dentro de las funciones estarán
Creación de módulos
Intervención de módulos
Integración con servicios externos
Configuración de medios de pago (transbank, mercadopago, etc)
Montaje de plantillas de diseño
Generación de reportes","Estamos en la búsqueda de Programadores de Ecommerce, con formación en ingeniería o técnica de informática, sistemas, programación o afines, que posean experiencia en desarrollo web sobre WordPress, muy excluyente que maneje Prestashop, además de habilidades en JavaScript, bases de datos (MySQL/SQL Server), integración con WebPay y conocimientos en maquetación web responsive con Bootstrap
Experiencia con algún framework PHP (Preferiblemente Laravel, Symfony , Codeigniter), desarrollo web con AngularJS o Backbone, control de versiones (GIT), Node.Js y/o desarrollo responsivo y móvil para aplicaciones híbridas/nativas.",https://www.getonbrd.com/empleos/programacion/programador-prestashop-celmedia-santiago
Product Designer,Chile,Santiago,Híbrido,Senior,FULL_TIME,Diseño / UX,No hay información,2023-07-05,16.0,Softserve,"['UX', 'Web design', 'Product Design', 'Figma', 'Design Systems', 'English']","Cross-functional teams to understand project requirements and translate them into intuitive and visually appealing user interfaces
Creating wireframes, prototypes, and high-fidelity designs using Figma or other relevant tools
Developing design systems that ensure consistency and efficiency across various platforms and products
Applying a discerning eye for brand and style to maintain a cohesive and visually impactful user experience
Conducting user research and usability testing to gather insights and refine designs based on user feedback
Developers to ensure the successful implementation of design solutions
Staying up-to-date with industry trends and best practices in UI/UX design","A talented Product Designer who possesses exceptional design skills and thrives as a team player. Passionate about creating visually stunning and user-friendly interfaces and enjoy collaborating with cross-functional teams, showing
Proven experience as a UI/UX Designer or similar role
Proficiency in visual design, with a strong portfolio, showcasing your design skills and creativity
Expertise in Figma
A concept of design systems and their implementation
Strong problem-solving and analytical thinking skills
Ability to collaborate effectively within a team environment, working closely with stakeholders from different departments
Up-to-date knowledge of design trends, techniques, and best practices
Excellent communication and presentation skills, effective articulation of design concepts and rationale
Fluency in English; expressing ideas fluently, making presentations and ensuring coherent written messages",https://www.getonbrd.com/empleos/diseno-ux/product-designer-softserve-santiago
Analista QA,,,Remoto,Semi Senior,FULL_TIME,SysAdmin / DevOps / QA,1700.0,2023-06-01,302.0,EdiPro,"['QA', 'Continuous Integration', 'Jira', 'Agile', 'Confluence']","Entender y analizar los requerimientos del negocio a partir del diseño funcional, historias de usuario, reuniones con usuarios y otros interesados.
Estimar en tiempo las actividades de QA (Diseño y ejecución de pruebas).
Planificar las actividades de QA (Diseño y ejecución de pruebas), de acuerdo con la estimación y fechas requeridas por el negocio.
Participar de las reuniones de Scrum junto al equipo de desarrollo
Diseñar los casos de prueba.
Ejecutar pruebas manuales y/o automáticas.
Construir scripts de automatización de pruebas.
Ejecutar pruebas funcionales y/o técnicas.
Validar que los resultados y las evidencias de las pruebas estén correctamente registrados en el sistema.
Analizar los defectos y hacer seguimiento de su corrección.
Generar métricas de calidad.","Ingeniero(a) en computación o informática (o carrera afín)
Analista de Calidad con al menos 2 años de experiencia con plataformas webs y servicios
Experiencia en generación y ejecución de planes de pruebas
Conocimientos en Jira/Confluence o Herramientas de gestión de proyecto
Conocimientos en base de datos
Conocimientos en plataformas de integración continua
Cursos en Pruebas Ágiles y/o Metodologías Ágiles de Desarrollo de Software",https://www.getonbrd.com/empleos/sysadmin-devops-qa/analista-qa-edipro-remote-8ce6
Analista Proyecto TI,Chile,Santiago,Híbrido,Junior,FULL_TIME,Operaciones / Admin,No hay información,2023-07-20,76.0,Buk,"['Ruby', 'Ruby on Rails', 'PHP', 'Python', 'PostgreSQL', 'Git', 'REST API', 'Desarrollo Organizacional', 'Back-end', 'Java', 'Accounting']","En Buk estamos buscando a nuestr@ próxim@ Analista de Proyectos TI (integraciones), quien tendrá el objetivo de liderar los proyectos de integración con clientes gestionando cada proyecto desde el punto de vista técnico, coordinando al equipo de trabajo.
¿Cuáles serán sus desafíos?
- Vincularse y trabajar con partners y proveedores.
- Identificar y cotejar requerimientos internos y externos para integrar distintos softwares con Buk.
- Revisión de requerimiento de cliente interno y del área misma.
- Coordinar al equipo de analistas.
- Entender técnicamente, desde integración, cómo funciona el partner o proveedor generando documentos técnicos para que los desarrolladores tengan una guía de acción (bajada técnica).
- Comunicar de manera oportuna cambios o mejoras en la plataforma vinculadas al área.","- Ingeniero informático o ingeniero civil industrial.
- Experiencia liderando y gestionando proyectos.
- Conocimiento en lógica de programación independiente del lenguaje que se maneje.
- Conocimientos de control de versionamiento (Git).
- Experiencia y conocimiento en trabajos con Api Rest.
- Ideal tener conocimiento de Ruby. (Opcional: Python, Java, PHP).
- Ideal tener conocimiento con frameworks (Deseable: RoR).
- Ideal tener conocimiento en PostgreSQL.
- Será un plus si tienes algún conocimiento en centralización contable o entendimiento en cuanto al funcionamiento del área de RRHH (no excluyente).
- Buscamos a los mejores, aquellos que quieran hacer las cosas MÁS que bien, con excelencia y darlo todo por nuestro propósito: crear lugares de trabajo más felices ;)
- Queremos gente que proponga ideas y las lleve a cabo, porque en Buk si lo pensamos, lo hacemos!",https://www.getonbrd.com/empleos/operaciones-management/analista-proyecto-ti-buk-santiago
Analista Senior de Pricing,Perú,Lima,Híbrido,Senior,FULL_TIME,Data Science / Analytics,No hay información,2023-04-27,38.0,Interbank,"['SQL', 'Oracle', 'Big Data', 'Data Analysis']","Proponer y desarrollar iniciativas de mejora de los procesos de pricing que contribuyan a la rentabilidad del banco a nivel cliente.
Entregar insights y propuestas a los diferentes stakeholders del producto con acciones concretas de optimización del pricing.
Desarrollar proyectos transversales a la organización para lograr la efectiva implementación de soluciones de pricing.
Proponer iniciativas de soluciones analíticas de pricing a implementar en el roadmap del año.
Velar por la automatización de los principales modelos y soluciones de pricing.
Implementar casos de uso con la métrica de CLV, UAI, entre otras e incentivar el uso de sus potenciales aplicaciones.
Desarrollar soluciones analíticas de pricing con herramientas estadísticas y financieras para colaborar con el cumplimiento de los objetivos de mercado, ingresos y márgenes en los diferentes productos y segmentos.
Proponer e implementar mejoras tecnológicas como herramientas de pricing para el producto y segmentos.","Bachiller o titulado de las carreras de Economía, Finanzas, Estadística, Ingeniería Industrial, Matemáticas y afines.
Deseable MBA, Maestría o Especialización.
Experiencia mínima de 4 años en áreas de Pricing o afines en empresas del sector Financiero, Banca, Retail, Seguros, entre otros.
Experiencia desarrollando proyectos relacionados a pricing, resolución de problemas complejos del negocio de gran impacto con modelos óptimos, proponer mejores prácticas para la estrategia de precios o modelamiento de pricing. Además, desarrollar proyectos de alto impacto y monetización de los modelos de negocio.
Manejo de herramientas como Teradata, Oracle, SQL, Data Mining, Big Data.",https://www.getonbrd.com/empleos/data-science-analytics/analista-senior-de-pricing-interbank-lima
Desarrollador,Chile,Santiago,Presencial,Junior,FULL_TIME,Programación,No hay información,2023-07-27,278.0,Bemobi,"['Go', 'HTML5', 'CSS', 'PostgreSQL', 'Golang', 'Back-end', 'JavaScript', 'Java']","Desarrollar software y servicios de apoyo a sistemas computacionales, basado en buenas prácticas y lineamientos de arquitectura
Integrar tecnologías de la información
Colaborar en proyectos integrales del área de Tecnología
Análisis de problemáticas asociadas a sistemas y generación de propuestas de solución y optimización","Título de Ingeniero Civil en Informática, o carrera a fin.
Máximo 3 años de experiencia laboral y en desarrollo de sistemas, con manejo del mercado de telecomunicaciones.
Experiencia en diseñando e implementando soluciones basadas en tecnologías de la información
Conocimiento en programas de software y servicios de apoyo a sistemas computacionales.
Conocimiento avanzado de bases de datos y particularmente en PostgreSQL. Desarrollo de Programación de software. Lenguajes: Java, deseable conocimiento en Golang
Conocimiento en tecnologías de la información tales como HTML5, Javascript, CSS, XML, WEB",https://www.getonbrd.com/empleos/programacion/desarrollador-bemobi-santiago-6bdf
Desarrollador Python Flask,Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,Programación,2200.0,2023-06-08,46.0,Real Time,"['Django', 'Python', 'Flask', 'API', 'Back-end', 'Agile']","Buscamos un profesional apasionado y talentoso que se una a nuestro equipo y contribuya al crecimiento y refinamiento constante. Su papel principal será revisar el funcionamiento de la plataforma, asegurando su rendimiento y estabilidad, y llevar a cabo el desarrollo continuo de sus funcionalidades.
El candidato ideal debería tener una sólida experiencia en desarrollo de software, una comprensión profunda de las tecnologías de comunicación y la capacidad de trabajar de forma autónoma y creativa para resolver problemas.","Requisitos del cargo:
Necesitamos que seas responsable, debes tener la habilidad de organizar tu propio trabajo y cumplir las historias de cada sprint.
Conocimientos y experiencia desarrollando con alguna tecnología Back End Python ( Flask, Django).
Conocimiento de APIs REST e Integraciones.
Manejo de metodologías ágiles.",https://www.getonbrd.com/empleos/programacion/desarrollador-python-flask-real-time-santiago
DevOps,Chile,,Remoto,Semi Senior,FULL_TIME,SysAdmin / DevOps / QA,No hay información,2023-02-08,64.0,Ionix SpA,"['DevOps', 'Virtualization', 'Docker', 'Git', 'Kubernetes', 'CI/CD', 'Terraform', 'Infrastructure as Code', 'Linux']","Implementar y desarrollar los componentes que generen flujos de piezas de desarrollo hasta su puesta en producción para la empresa.
Automatizar y apoyar, la validación y certificación funcional y técnica de piezas de software desarrollados por la empresa.
Implementar desarrollos del middleware operacional, aplicaciones e interfaces.
Mantener los sistemas computacionales en correcto estado para prestar los servicios.
Atender a clientes y resolver incidencias informáticas o casos especiales.
Llevar a cabo reuniones técnicas y de integración informática con distintos partners y clientes.
Realizar seguimiento a las distintas actividades y desarrollos del área de ingeniería.
Mantener documentados los procedimientos relacionados con su labor diaria.
Cualquier otro relacionado directa o indirectamente con su cargo.","Nos encontramos en busca de nuestro(a) próximo(a) DevOps. Para este cargo, necesitamos a una persona proactiva, comprometida y abierta a experimentar desafíos profesionales innovadores junto a un gran equipo de trabajo. Buscamos a alguien capaz de desarrollarse dentro de la empresa , pero sobre todo alguien que quiera comerse el mundo.
REQUISITOS

+3 años de experiencia en cargos similares.
Terraform
Helm
Kubernetes
Docker
GIT
Linux",https://www.getonbrd.com/empleos/sysadmin-devops-qa/devops-ionix-spa-remote-2918
Analista Programador Full-Stack,Chile,Santiago,Presencial,Semi Senior,FULL_TIME,Programación,2200.0,2023-05-23,34.0,ECOPALLETS,"['jQuery', 'HTML5', 'C', 'PHP', 'Python', 'Android', 'Power BI', 'API', 'Full-stack', 'Back-end', 'Windows Server', 'Mobile development', 'Laravel', 'Software Analyst', 'Linux', 'Visual Basic', 'Data Visualization']","• Desarrollar, analizar, mejorar e implementar soluciones tecnológicas funcionales para la compañía.
• Comunicarse con las partes interesadas para comprender sus requisitos.
• Diseñar sistemas de TI eficientes para satisfacer las necesidades comerciales y tecnológicas de la compañía.
• Integrar sistemas, lo cual debe conciliar las necesidades de los diferentes stakeholders.
• Recopilar comentarios de los usuarios finales sobre el rendimiento del sistema, a fin de futuras mejoras.
• Mantenerse al día de las tendencias y desarrollos tecnológicos.","Experiencia comprobada como analista desarrollador en el área TI.
Conocimiento de lenguajes de programación como:
C Sharp / Vb.net / JQuery / Visual Studio
Phyton, Php, Html, Laravel
Power Bi
Windows Server / Linux
API / WebServices
Sistema Operativo Android",https://www.getonbrd.com/empleos/programacion/analista-programador-full-stack-ecopallets-santiago
Gerente Infraestructura y Operaciones,7 ubicaciones,,Remoto,Senior,FULL_TIME,SysAdmin / DevOps / QA,No hay información,2023-05-09,186.0,Apex Global Mobility,"['DevOps', 'Service Desk', 'CI/CD', 'Agile', 'Cloud Computing', 'Cloud']","Misión
La misión de la función de Infraestructura y Operaciones, es tener una administración y gestión de la tecnología, la información y los datos de la mejor clase. Esta función gestiona una variedad de elementos que incluyen ordenadores, servidores, redes, almacenamiento, datos y servicios basados en la nube. También es responsable de optimizar y automatizar los procesos clave de TI, incluyendo el SLDC, el despliegue de la infraestructura, la supervisión.
Funciones:
Gestionar las operaciones de datos maestros, incluida la creación y modificación de datos maestros en SAP y la ejecución de proyectos de datos maestros (por ejemplo, la limpieza de datos)
Apoyar a los usuarios de la empresa en las herramientas y el funcionamiento de los sistemas. Ayudar a resolver las incidencias y las preguntas sobre los sistemas. Mejorar la satisfacción de los usuarios de la empresa
Desplegar, configurar y operar componentes de infraestructura, red y plataformas (por ejemplo, BASIS, DBs), incluyendo servicios en la nube. Evolucionar el modelo de operación de la infraestructura hacia el catálogo de servicios. Gestionar el lugar de trabajo y los dispositivos de los usuarios finales
Implementar y mantener las herramientas DevOps y apoyar a los equipos de desarrollo para automatizar los pipelines. Definir las políticas y normas DevOps y promover la mejora continua para aumentar la eficiencia, la calidad del desarrollo y la adopción de la cultura DevOps. Gestionar el reclutamiento de personal de ingenieros DevOps y su desarrollo. Investigar constantemente el mercado de nuevas herramientas y prácticas DevOps",,https://www.getonbrd.com/empleos/sysadmin-devops-qa/gerente-infraestructura-y-operaciones-apex-global-mobility-remote
